contrast,gene,log2FoldChange,Gene_names,Protein_names
Hyp_T2h.Control,LOC101861096,-1.5256741482261258,OLAH THEDC1,"S-acyl fatty acid synthase thioesterase, medium chain (EC 3.1.2.14) (Augmented in rheumatoid arthritis 1) (AURA1) (Oleoyl-ACP hydrolase) (Thioesterase 2) (TE2) (Thioesterase II) (Thioesterase domain-containing protein 1)"
Hyp_T2h.Control,LOC101850223,1.1636738629809515,NA,NA
Hyp_T2h.Control,LOC101849343,2.237204524838475,PPIB CYPB,Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin) (SCYLP)
Hyp_T2h.Control,LOC101854223,0.6739179832621413,FADS1 FADSD5,Acyl-CoA (8-3)-desaturase (EC 1.14.19.44) (Delta(5) fatty acid desaturase) (D5D) (Delta(5) desaturase) (Delta-5 desaturase) (Fatty acid desaturase 1)
Hyp_T2h.Control,LOC101848488,0.3819352470095675,ME1,NADP-dependent malic enzyme (NADP-ME) (EC 1.1.1.40) (Malic enzyme 1)
Hyp_T2h.Control,LOC101858459,-1.0680045843093753,NA,NA
Hyp_T2h.Control,LOC101863711,-0.8135125741553044,HEXA,Beta-hexosaminidase subunit alpha (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit alpha) (Hexosaminidase subunit A) (N-acetyl-beta-glucosaminidase subunit alpha)
Hyp_T2h.Control,LOC101852530,-0.7578879483539663,ZNF622 ZPR9,Zinc finger protein 622 (Zinc finger-like protein 9)
Hyp_T2h.Control,LOC101846552,0.6075876233150104,RBM14 SIP,RNA-binding protein 14 (Paraspeckle protein 2) (PSP2) (RNA-binding motif protein 14) (RRM-containing coactivator activator/modulator) (Synaptotagmin-interacting protein) (SYT-interacting protein)
Hyp_T2h.Control,LOC101847701,-0.5197764606566933,GCC2 KIAA0336 RANBP2L4,GRIP and coiled-coil domain-containing protein 2 (185 kDa Golgi coiled-coil protein) (GCC185) (CLL-associated antigen KW-11) (CTCL tumor antigen se1-1) (Ran-binding protein 2-like 4) (RanBP2L4) (Renal carcinoma antigen NY-REN-53)
Hyp_T2h.Control,LOC101861258,-0.6805617934287507,NA,NA
Hyp_T2h.Control,LOC101858324,-1.811680159919431,NA,NA
Hyp_T2h.Control,LOC106013374,-1.9361422896941052,NA,NA
Hyp_T2h.Control,LOC101854545,-0.8580834211501751,ANKZF1 ZNF744,Ankyrin repeat and zinc finger domain-containing protein 1 (Zinc finger protein 744)
Hyp_T2h.Control,LOC101855924,-1.8691109275673503,USP15,Ubiquitin carboxyl-terminal hydrolase 15 (Fragment)
Hyp_T2h.Control,LOC101864670,-1.1752641358157208,PPP1R16B ANKRD4 KIAA0823,Protein phosphatase 1 regulatory inhibitor subunit 16B (Ankyrin repeat domain-containing protein 4) (CAAX box protein TIMAP) (TGF-beta-inhibited membrane-associated protein) (hTIMAP)
Hyp_T2h.Control,LOC101848409,0.42336967323631824,PSMD7 MOV34L,26S proteasome non-ATPase regulatory subunit 7 (26S proteasome regulatory subunit RPN8) (26S proteasome regulatory subunit S12) (Mov34 protein homolog) (Proteasome subunit p40)
Hyp_T2h.Control,LOC101845148,-1.1216231984207015,AQP4,Aquaporin-4 (AQP-4) (Mercurial-insensitive water channel) (MIWC) (WCH4)
Hyp_T2h.Control,LOC101855544,0.9200702972696508,NA,NA
Hyp_T2h.Control,LOC101849272,-3.503209383348121,NA,NA
Hyp_T2h.Control,LOC100885792,-1.0631196808670103,H1F0 H1FV,"Histone H1.0 (Histone H1') (Histone H1(0)) [Cleaved into: Histone H1.0, N-terminally processed]"
Hyp_T2h.Control,LOC101846408,0.7020274149792873,KCTD9,BTB/POZ domain-containing protein KCTD9
Hyp_T2h.Control,LOC101860873,-1.1768993543626283,NA,NA
Hyp_T2h.Control,LOC101847408,1.117225694058181,SLC6A5 GLYT2 NET1,Sodium- and chloride-dependent glycine transporter 2 (GlyT-2) (GlyT2) (Solute carrier family 6 member 5)
Hyp_T2h.Control,LOC101850631,-1.4620161579762387,NA,NA
Hyp_T2h.Control,LOC101851925,-0.993909117752497,MRPL1 BM-022,"39S ribosomal protein L1, mitochondrial (L1mt) (MRP-L1) (Mitochondrial large ribosomal subunit protein uL1m)"
Hyp_T2h.Control,LOC101862331,-0.7681419764524747,TNIP1 KIAA0113 NAF1,TNFAIP3-interacting protein 1 (A20-binding inhibitor of NF-kappa-B activation 1) (ABIN-1) (HIV-1 Nef-interacting protein) (Nef-associated factor 1) (Naf1) (Nip40-1) (Virion-associated nuclear shuttling protein) (VAN) (hVAN)
Hyp_T2h.Control,LOC101845304,-1.3000077989626326,STAT5B,Signal transducer and activator of transcription 5B
Hyp_T2h.Control,LOC101857391,0.31005461227298553,ATP1A3,Sodium/potassium-transporting ATPase subunit alpha-3 (Na(+)/K(+) ATPase alpha-3 subunit) (EC 3.6.3.9) (Na(+)/K(+) ATPase alpha(III) subunit) (Sodium pump subunit alpha-3)
Hyp_T2h.Control,LOC101860149,-1.5730752241689119,GIMAP7 IAN7,GTPase IMAP family member 7 (Immunity-associated nucleotide 7 protein) (IAN-7)
Hyp_T2h.Control,LOC101860392,0.8112726851074848,FRRS1L C9orf4,DOMON domain-containing protein FRRS1L (Brain protein CG-6) (Ferric-chelate reductase 1-like protein)
Hyp_T2h.Control,LOC101857777,-0.9105025429301371,LENG9,Leukocyte receptor cluster member 9
Hyp_T2h.Control,LOC101845758,-0.6330188767341974,NA,NA
Hyp_T2h.Control,LOC101856789,0.7265209571708259,DYNC2LI1 D2LIC LIC3 CGI-60,Cytoplasmic dynein 2 light intermediate chain 1 (Dynein 2 light intermediate chain)
Hyp_T2h.Control,LOC101861345,0.5042129372075519,ENOPH1 MASA MSTP145,"Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase) (MASA homolog)"
Hyp_T2h.Control,LOC101851110,-0.6147082403555204,NA,NA
Hyp_T2h.Control,LOC106011194,-0.667486711544901,NA,NA
Hyp_T2h.Control,LOC101848575,0.7519051845257569,RAB3GAP1 KIAA0066 RAB3GAP,Rab3 GTPase-activating protein catalytic subunit (RAB3 GTPase-activating protein 130 kDa subunit) (Rab3-GAP p130) (Rab3-GAP)
Hyp_T2h.Control,LOC101856327,0.43817084413864915,SRSF1 SFRS1 hCG_1774411,"Serine/arginine-rich-splicing factor 1 (Splicing factor, arginine/serine-rich 1 (Splicing factor 2, alternate splicing factor), isoform CRA_g)"
Hyp_T2h.Control,LOC101845454,0.38144150557191675,RAN ARA24 OK/SW-cl.81,GTP-binding nuclear protein Ran (Androgen receptor-associated protein 24) (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein)
Hyp_T2h.Control,LOC101847565,0.9949232709429534,COL5A2,Collagen alpha-2(V) chain
Hyp_T2h.Control,LOC101863968,0.7218692787955562,HIGD1A HIG1 HSPC010,"HIG1 domain family member 1A, mitochondrial (Hypoxia-inducible gene 1 protein) (RCF1 homolog A) (RCF1a)"
Hyp_T2h.Control,LOC101861194,-0.461636070046238,SERINC3 DIFF33 TDE1 SBBI99,Serine incorporator 3 (Tumor differentially expressed protein 1)
Hyp_T2h.Control,LOC101860965,-0.8304121840119181,LRPAP1 A2MRAP,Alpha-2-macroglobulin receptor-associated protein (Alpha-2-MRAP) (Low density lipoprotein receptor-related protein-associated protein 1) (RAP)
Hyp_T2h.Control,LOC101848875,0.35340005464030866,EIF5A,Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (eIF-5A1) (Eukaryotic initiation factor 5A isoform 1) (eIF-5A) (Rev-binding factor) (eIF-4D)
Hyp_T2h.Control,LOC101853375,-1.1304229650553281,CYP3A5,Cytochrome P450 3A5 (EC 1.14.14.1) (CYPIIIA5) (Cytochrome P450 HLp2) (Cytochrome P450-PCN3)
Hyp_T2h.Control,LOC101863009,0.6292736965608091,NA,NA
Hyp_T2h.Control,LOC101860798,0.3397875302599469,PPP2R5D,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit
Hyp_T2h.Control,LOC101863735,0.4200420703965218,RGS9BP R9AP,Regulator of G-protein signaling 9-binding protein (RGS9-anchoring protein)
Hyp_T2h.Control,LOC101859231,0.6127103311001147,CAPSL,Calcyphosin-like protein
Hyp_T2h.Control,LOC100533216,-0.9784745017682931,NA,NA
Hyp_T2h.Control,LOC101858096,0.6562470130957672,SLC6A5 GLYT2 NET1,Sodium- and chloride-dependent glycine transporter 2 (GlyT-2) (GlyT2) (Solute carrier family 6 member 5)
Hyp_T2h.Control,LOC101863573,-0.7465400985398982,ABCC1,Multidrug resistance-associated protein 1 (Fragment)
Hyp_T2h.Control,LOC101863573,-0.7465400985398982,ABCC2 CMOAT CMOAT1 CMRP MRP2,Canalicular multispecific organic anion transporter 1 (ATP-binding cassette sub-family C member 2) (Canalicular multidrug resistance protein) (Multidrug resistance-associated protein 2)
Hyp_T2h.Control,LOC101849915,0.6766630225839292,CA14 UNQ690/PRO1335,Carbonic anhydrase 14 (EC 4.2.1.1) (Carbonate dehydratase XIV) (Carbonic anhydrase XIV) (CA-XIV)
Hyp_T2h.Control,LOC101857099,0.4187329539109431,TARDBP,TAR DNA-binding protein 43
Hyp_T2h.Control,LOC101851489,-2.9974971664874315,NA,NA
Hyp_T2h.Control,LOC101846125,-1.0821958954660282,ACKR3 CMKOR1 CXCR7 GPR159 RDC1,Atypical chemokine receptor 3 (C-X-C chemokine receptor type 7) (CXC-R7) (CXCR-7) (Chemokine orphan receptor 1) (G-protein coupled receptor 159) (G-protein coupled receptor RDC1 homolog) (RDC-1)
Hyp_T2h.Control,LOC101864375,0.8108368880616061,NIT2 CUA002,Omega-amidase NIT2 (EC 3.5.1.3) (Nitrilase homolog 2)
Hyp_T2h.Control,LOC101853689,0.581000833878292,NA,NA
Hyp_T2h.Control,LOC101846206,0.533231041585393,DLD GCSL LAD PHE3,"Dihydrolipoyl dehydrogenase, mitochondrial (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (Glycine cleavage system L protein)"
Hyp_T2h.Control,LOC101851259,-1.2932542358665886,NA,NA
Hyp_T2h.Control,LOC101847647,0.6973394984160687,FTH1 FTH FTHL6 OK/SW-cl.84 PIG15,"Ferritin heavy chain (Ferritin H subunit) (EC 1.16.3.1) (Cell proliferation-inducing gene 15 protein) [Cleaved into: Ferritin heavy chain, N-terminally processed]"
Hyp_T2h.Control,LOC106011452,-2.0089591562792535,NA,NA
Hyp_T2h.Control,LOC101854709,-0.6656009967376987,HCRTR2,Orexin receptor type 2 (Ox-2-R) (Ox2-R) (Ox2R) (Hypocretin receptor type 2)
Hyp_T2h.Control,LOC101864681,-0.5216267601694667,RRS1 KIAA0112 RRR,Ribosome biogenesis regulatory protein homolog
Hyp_T2h.Control,LOC101848579,0.579344379120519,PALD1 KIAA1274 PALD,Paladin
Hyp_T2h.Control,LOC101850241,-0.5980062856234097,ERBB4,Receptor protein-tyrosine kinase (EC 2.7.10.1)
Hyp_T2h.Control,LOC101852684,-2.116372417674099,NA,NA
Hyp_T2h.Control,LOC101852685,-1.0833459337108613,NA,NA
Hyp_T2h.Control,LOC101856258,0.5330479964659949,NA,NA
Hyp_T2h.Control,LOC106011500,-1.563077833101807,NA,NA
Hyp_T2h.Control,LOC101850949,-1.0585511743442382,CD109 CPAMD7,CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)
Hyp_T2h.Control,LOC101855941,-0.5266001580803235,GPR89B GPHRB GPR89C HSPC201,Golgi pH regulator B (Protein GPR89B)
Hyp_T2h.Control,LOC101857945,-0.5078570042815853,IPO4 IMP4B RANBP4,Importin-4 (Imp4) (Importin-4b) (Imp4b) (Ran-binding protein 4) (RanBP4)
Hyp_T2h.Control,LOC101862868,1.2096824606669123,NA,NA
Hyp_T2h.Control,PC2,0.39531155271582313,PCSK2 NEC2,Neuroendocrine convertase 2 (NEC 2) (EC 3.4.21.94) (KEX2-like endoprotease 2) (Prohormone convertase 2) (Proprotein convertase 2) (PC2)
Hyp_T2h.Control,LOC101854163,1.096581284879666,FDXR ADXR,"NADPH:adrenodoxin oxidoreductase, mitochondrial (AR) (Adrenodoxin reductase) (EC 1.18.1.6) (Ferredoxin--NADP(+) reductase) (Ferredoxin reductase)"
Hyp_T2h.Control,LOC101854862,-0.9435999731383558,PPA1 IOPPP PP,Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)
Hyp_T2h.Control,LOC101861121,-0.5702420654309842,TSR2,Pre-rRNA-processing protein TSR2 homolog
Hyp_T2h.Control,LOC101862343,0.6442684482432129,HSPD1 HSP60,"60 kDa heat shock protein, mitochondrial (EC 3.6.4.9) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60) (HuCHA60) (Mitochondrial matrix protein P1) (P60 lymphocyte protein)"
Hyp_T2h.Control,LOC101854791,0.3896426171470038,DAG1,"Dystroglycan (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan (Alpha-DG), Beta-dystroglycan (Beta-DG)]"
Hyp_T2h.Control,LOC101862112,-0.9447429699517785,NA,NA
Hyp_T2h.Control,LOC101851946,0.540586991647801,NA,NA
Hyp_T2h.Control,LOC101855422,0.6957020108817181,SET,Protein SET
Hyp_T2h.Control,LOC101854569,0.783758757474401,NA,NA
Hyp_T2h.Control,LOC101858106,0.45340766441674574,MAPRE3,Microtubule-associated protein RP/EB family member 3 (EB1 protein family member 3) (EBF3) (End-binding protein 3) (EB3) (RP3)
Hyp_T2h.Control,LOC101854170,0.5043339581541109,ALYREF ALY BEF THOC4,THO complex subunit 4 (Tho4) (Ally of AML-1 and LEF-1) (Aly/REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing factor BEF)
Hyp_T2h.Control,LOC101855100,0.6759589271542479,MAOA,Amine oxidase [flavin-containing] A (EC 1.4.3.4) (Monoamine oxidase type A) (MAO-A)
Hyp_T2h.Control,LOC101857797,-0.6386397890300833,HK2,Hexokinase-2
Hyp_T2h.Control,LOC100533261,-0.8345868320830451,TUBA3D,Tubulin alpha-3D chain (Alpha-tubulin 3D) [Cleaved into: Detyrosinated tubulin alpha-3D chain]
Hyp_T2h.Control,LOC101854328,0.5825537314332564,KISS1R AXOR12 GPR54,KiSS-1 receptor (KiSS-1R) (G-protein coupled receptor 54) (G-protein coupled receptor OT7T175) (hOT7T175) (Hypogonadotropin-1) (Kisspeptins receptor) (Metastin receptor)
Hyp_T2h.Control,LOC100533273,-0.7681690378617124,PRDX6 AOP2 KIAA0106,Peroxiredoxin-6 (EC 1.11.1.15) (1-Cys peroxiredoxin) (1-Cys PRX) (24 kDa protein) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.4) (Antioxidant protein 2) (Liver 2D page spot 40) (Non-selenium glutathione peroxidase) (NSGPx) (Red blood cells page spot 12)
Hyp_T2h.Control,LOC101855257,-4.184365114288978,NA,NA
Hyp_T2h.Control,LOC106011809,0.7332287165223326,NA,NA
Hyp_T2h.Control,LOC101849130,-0.5720628005033356,NA,NA
Hyp_T2h.Control,LOC101859015,0.43982149862209524,PSMB3,Proteasome subunit beta type-3 (EC 3.4.25.1) (Proteasome chain 13) (Proteasome component C10-II) (Proteasome theta chain)
Hyp_T2h.Control,LOC101854498,0.44055817398149727,NA,NA
Hyp_T2h.Control,LOC101856344,-1.4164162138129843,UBC,Polyubiquitin-C (Fragment)
Hyp_T2h.Control,LOC101856805,0.7991233476072539,C1orf194,Uncharacterized protein C1orf194
Hyp_T2h.Control,LOC101845469,0.7586794738425043,ARF3,ADP-ribosylation factor 3
Hyp_T2h.Control,LOC101856898,-0.8917142746616284,FOXG1 FKH2 FKHL1 FKHL2 FKHL3 FKHL4 FOXG1A FOXG1B FOXG1C,Forkhead box protein G1 (Brain factor 1) (BF-1) (BF1) (Brain factor 2) (BF-2) (BF2) (hBF-2) (Forkhead box protein G1A) (Forkhead box protein G1B) (Forkhead box protein G1C) (Forkhead-related protein FKHL1) (HFK1) (Forkhead-related protein FKHL2) (HFK2) (Forkhead-related protein FKHL3) (HFK3)
Hyp_T2h.Control,LOC100533434,0.42000167267002947,UBE2N BLU,Ubiquitin-conjugating enzyme E2 N (EC 2.3.2.23) (Bendless-like ubiquitin-conjugating enzyme) (E2 ubiquitin-conjugating enzyme N) (Ubc13) (UbcH13) (Ubiquitin carrier protein N) (Ubiquitin-protein ligase N)
Hyp_T2h.Control,LOC101852478,0.4601916982550104,CKM CKMM,Creatine kinase M-type (EC 2.7.3.2) (Creatine kinase M chain) (Creatine phosphokinase M-type) (CPK-M) (M-CK)
Hyp_T2h.Control,LOC101857951,0.4745517035595544,ACTR1A CTRN1,Alpha-centractin (Centractin) (ARP1) (Actin-RPV) (Centrosome-associated actin homolog)
Hyp_T2h.Control,LOC101859642,0.3609436930460814,TIAL1,Nucleolysin TIAR (TIA-1-related protein)
Hyp_T2h.Control,LOC101855564,-0.6592304046317581,WDR3,WD repeat-containing protein 3
Hyp_T2h.Control,LOC101853699,-0.5201950234091269,NA,NA
Hyp_T2h.Control,LOC101857409,-1.1843274078059662,NA,NA
Hyp_T2h.Control,LOC101859486,-1.3358977896455242,VPS4B SKD1 VPS42 MIG1,Vacuolar protein sorting-associated protein 4B (EC 3.6.4.6) (Cell migration-inducing gene 1 protein) (Suppressor of K(+) transport growth defect 1) (Protein SKD1)
Hyp_T2h.Control,LOC101857802,-0.8265566675314495,SLC18B1 C6orf192,MFS-type transporter SLC18B1 (Solute carrier family 18 member B1)
Hyp_T2h.Control,LOC101857027,-0.6642233403704979,UBE2J1 NCUBE1 CGI-76 HSPC153 HSPC205,Ubiquitin-conjugating enzyme E2 J1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme J1) (Non-canonical ubiquitin-conjugating enzyme 1) (NCUBE-1) (Yeast ubiquitin-conjugating enzyme UBC6 homolog E) (HsUBC6e)
Hyp_T2h.Control,LOC101862585,0.5372678362861791,NSF,Vesicle-fusing ATPase (EC 3.6.4.6) (N-ethylmaleimide-sensitive fusion protein) (NEM-sensitive fusion protein) (Vesicular-fusion protein NSF)
Hyp_T2h.Control,LOC101850254,-0.807996757618767,TRIP4,Activating signal cointegrator 1 (ASC-1) (Thyroid receptor-interacting protein 4) (TR-interacting protein 4) (TRIP-4)
Hyp_T2h.Control,LOC101852099,-0.7480547246865074,NA,NA
Hyp_T2h.Control,LOC101864305,-4.474986947830319,NA,NA
Hyp_T2h.Control,LOC101848979,1.0020780738600088,CYP2D6,Cytochrome P450 2D6
Hyp_T2h.Control,LOC101855572,-0.9535887036561274,SLC30A6 ZNT6,Zinc transporter 6 (ZnT-6) (Solute carrier family 30 member 6)
Hyp_T2h.Control,LOC101860502,-0.6884129400621313,MTR,Methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase) (Vitamin-B12 dependent methionine synthase) (MS)
Hyp_T2h.Control,LOC101858560,-0.7757598380880776,NRAS HRAS1,GTPase NRas (Transforming protein N-Ras)
Hyp_T2h.Control,LOC101861445,-0.6686905213200106,NA,NA
Hyp_T2h.Control,LOC101845107,0.47680483165220205,EIF4G1,Eukaryotic translation initiation factor 4 gamma 1
Hyp_T2h.Control,LOC101847733,-0.9381802407172333,NA,NA
Hyp_T2h.Control,LOC100533404,-1.0504369169198997,NA,NA
Hyp_T2h.Control,LOC101852936,-0.6356290238168243,PCMT1,Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77)
Hyp_T2h.Control,LOC100533363,0.43413876569689225,PRKAR1A PKR1 PRKAR1 TSE1,cAMP-dependent protein kinase type I-alpha regulatory subunit (Tissue-specific extinguisher 1) (TSE1)
Hyp_T2h.Control,LOC101853328,-0.7792666847925411,NA,NA
Hyp_T2h.Control,LOC101860747,0.5567218167354202,PPP1R7 SDS22,Protein phosphatase 1 regulatory subunit 7 (Protein phosphatase 1 regulatory subunit 22)
Hyp_T2h.Control,LOC101862354,-1.059734201217989,MBOAT2 OACT2,Lysophospholipid acyltransferase 2 (LPLAT 2) (EC 2.3.1.-) (1-acylglycerophosphate O-acyltransferase) (EC 2.3.1.51) (1-acylglycerophosphoethanolamine O-acyltransferase) (EC 2.3.1.n7) (Lysophosphatidic acid acyltransferase) (LPAAT) (Lyso-PA acyltransferase) (Lysophosphatidylethanolamine acyltransferase) (LPEAT) (Lyso-PE acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 2) (O-acyltransferase domain-containing protein 2)
Hyp_T2h.Control,LOC101860664,-0.847318105849391,ACP7 PAPL PAPL1,Acid phosphatase type 7 (EC 3.1.3.2) (Purple acid phosphatase long form)
Hyp_T2h.Control,LOC101859649,-1.0041403459257952,GLDC GCSP,"Glycine dehydrogenase (decarboxylating), mitochondrial (EC 1.4.4.2) (Glycine cleavage system P protein) (Glycine decarboxylase) (Glycine dehydrogenase (aminomethyl-transferring))"
Hyp_T2h.Control,LOC101847351,-0.7582866098290642,NA,NA
Hyp_T2h.Control,LOC101850815,-1.0303809670976851,NA,NA
Hyp_T2h.Control,LOC101852636,-1.0005887897610828,LGMN PRSC1,"Legumain (EC 3.4.22.34) (Asparaginyl endopeptidase) (Protease, cysteine 1)"
Hyp_T2h.Control,LOC101857656,-0.41837991248175094,CTSF,Cathepsin F (CATSF) (EC 3.4.22.41)
Hyp_T2h.Control,LOC101858644,0.4514937567309325,SLC7A6OS,Probable RNA polymerase II nuclear localization protein SLC7A6OS (ADAMS proteinase-related protein) (Solute carrier family 7 member 6 opposite strand transcript)
Hyp_T2h.Control,LOC101858195,0.4773667723925531,PDHA2 PDHAL,"Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial (EC 1.2.4.1) (PDHE1-A type II)"
Hyp_T2h.Control,LOC101853013,-0.8391477617125657,SLC39A2 ZIP2,Zinc transporter ZIP2 (6A1) (Eti-1) (Solute carrier family 39 member 2) (Zrt- and Irt-like protein 2) (ZIP-2) (hZIP2)
Hyp_T2h.Control,LOC101860509,0.4679164252089829,HSPA4 APG2,Heat shock 70 kDa protein 4 (HSP70RY) (Heat shock 70-related protein APG-2)
Hyp_T2h.Control,LOC101846662,0.9772857895109353,NA,NA
Hyp_T2h.Control,LOC101857125,0.5078398490824806,NA,NA
Hyp_T2h.Control,LOC101859113,-2.1427052238318964,GIMAP4 hCG_1643312,"GTPase IMAP family member 4 (GTPase, IMAP family member 4, isoform CRA_a)"
Hyp_T2h.Control,LOC101845941,0.5571633547665956,JPT1,Jupiter microtubule-associated homolog 1
Hyp_T2h.Control,LOC101848899,-0.5632606965219633,TXNDC16 ERP90 KIAA1344,Thioredoxin domain-containing protein 16
Hyp_T2h.Control,LOC101855273,-0.7492111680170909,SLC1A2,Amino acid transporter
Hyp_T2h.Control,LOC101849708,-0.5892330555699353,CCDC124,Coiled-coil domain-containing protein 124
Hyp_T2h.Control,LOC101858648,0.5492840269394996,PSMB4 PROS26,Proteasome subunit beta type-4 (EC 3.4.25.1) (26 kDa prosomal protein) (HsBPROS26) (PROS-26) (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3) (HsN3)
Hyp_T2h.Control,LOC101847744,0.7665535617893637,CCDC43,CCDC43 protein (Coiled-coil domain-containing protein 43)
Hyp_T2h.Control,LOC118478104,-1.3150443504619451,NA,NA
Hyp_T2h.Control,LOC101846014,-0.7624822876456185,SMG8 ABC2 C17orf71,Protein SMG8 (Amplified in breast cancer gene 2 protein) (Protein smg-8 homolog)
Hyp_T2h.Control,LOC101846368,0.569079921169488,NA,NA
Hyp_T2h.Control,LOC101850425,0.4808438471535767,LACTB MRPL56 UNQ843/PRO1781,"Serine beta-lactamase-like protein LACTB, mitochondrial (EC 3.4.-.-)"
