contrast,gene,log2FoldChange,Gene_names,Protein_names
Hyp_T2h.Control,LOC101849171,-0.975651971148772,TRMT61A C14orf172 TRM61,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A (EC 2.1.1.220) (mRNA methyladenosine-N(1)-methyltransferase catalytic subunit TRMT61A) (EC 2.1.1.-) (tRNA(m1A58)-methyltransferase subunit TRMT61A) (tRNA(m1A58)MTase subunit TRMT61A)
Hyp_T2h.Control,LOC101848252,2.1366975302605336,ACY1,Aminoacylase-1 (ACY-1) (EC 3.5.1.14) (N-acyl-L-amino-acid amidohydrolase)
Hyp_T2h.Control,LOC101849172,-1.5173922825668995,SSUH2 C3orf32 FLS485,Protein SSUH2 homolog (Protein ssu-2 homolog)
Hyp_T2h.Control,LOC101859607,-0.7873319148142073,NA,NA
Hyp_T2h.Control,LOC101859986,-2.5087789685730955,ACSF2 UNQ493/PRO1009,"Acyl-CoA synthetase family member 2, mitochondrial (EC 6.2.1.-)"
Hyp_T2h.Control,LOC101851543,-1.0269687715055857,NA,NA
Hyp_T2h.Control,LOC101852288,-0.6290447982839277,LETM1,Mitochondrial proton/calcium exchanger protein (Leucine zipper-EF-hand-containing transmembrane protein 1)
Hyp_T2h.Control,LOC101854837,-0.852140842284048,SIAH1 HUMSIAH,E3 ubiquitin-protein ligase SIAH1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SIAH1) (Seven in absentia homolog 1) (Siah-1) (Siah-1a)
Hyp_T2h.Control,LOC101856141,0.8279848805317197,NA,NA
Hyp_T2h.Control,LOC101855225,-0.3761246763120396,WFS1,Wolframin
Hyp_T2h.Control,LOC101852808,0.5896760936149348,PRDX3 AOP1,"Thioredoxin-dependent peroxide reductase, mitochondrial (EC 1.11.1.15) (Antioxidant protein 1) (AOP-1) (HBC189) (Peroxiredoxin III) (Prx-III) (Peroxiredoxin-3) (Protein MER5 homolog)"
Hyp_T2h.Control,LOC101863942,-1.7627890667952364,NA,NA
Hyp_T2h.Control,LOC101864428,0.49559680909985493,NMT2,Glycylpeptide N-tetradecanoyltransferase 2 (EC 2.3.1.97) (Myristoyl-CoA:protein N-myristoyltransferase 2) (NMT 2) (Peptide N-myristoyltransferase 2) (Type II N-myristoyltransferase)
Hyp_T2h.Control,LOC101850216,-0.8458368896790586,SLC17A5,Sialin (H(+)/nitrate cotransporter) (H(+)/sialic acid cotransporter) (AST) (Membrane glycoprotein HP59) (Solute carrier family 17 member 5) (Vesicular H(+)/Aspartate-glutamate cotransporter)
Hyp_T2h.Control,LOC101853986,0.9708819209257028,CDC25B,M-phase inducer phosphatase 2
Hyp_T2h.Control,LOC101862003,1.1608832767290167,CKS1B CKS1 PNAS-143 PNAS-16,Cyclin-dependent kinases regulatory subunit 1 (CKS-1)
Hyp_T2h.Control,LOC101863223,-1.0066368776380568,METAP1D MAP1D,"Methionine aminopeptidase 1D, mitochondrial (MAP 1D) (MetAP 1D) (EC 3.4.11.18) (Methionyl aminopeptidase type 1D, mitochondrial) (Peptidase M 1D)"
Hyp_T2h.Control,LOC101845286,-1.232985517912797,NA,NA
Hyp_T2h.Control,LOC101845589,-1.8408334642444646,NA,NA
Hyp_T2h.Control,LOC101849576,-1.0928194473163828,GEN1,Flap endonuclease GEN homolog 1 (EC 3.1.-.-)
Hyp_T2h.Control,LOC101851994,-0.8190378751373454,CRYZL1 4P11,Quinone oxidoreductase-like protein 1 (EC 1.-.-.-) (Protein 4P11) (Quinone oxidoreductase homolog 1) (QOH-1) (Zeta-crystallin homolog)
Hyp_T2h.Control,LOC101859213,-1.2110468500973077,SERPINB6 PI6 PTI,Serpin B6 (Cytoplasmic antiproteinase) (CAP) (Peptidase inhibitor 6) (PI-6) (Placental thrombin inhibitor)
Hyp_T2h.Control,LOC101860861,0.8663442917760394,TNR,Tenascin-R (TN-R) (Janusin) (Restrictin)
Hyp_T2h.Control,LOC101863788,-0.6781732929784894,GPATCH1 ECGP GPATC1,G patch domain-containing protein 1 (Evolutionarily conserved G-patch domain-containing protein)
Hyp_T2h.Control,LOC101846703,-1.0906767755494122,LYAR PNAS-5,Cell growth-regulating nucleolar protein
Hyp_T2h.Control,LOC101847462,0.3849224365814241,DCTN1,Dynactin subunit 1
Hyp_T2h.Control,LOC101852137,0.48585624242232106,TACC1,Transforming acidic coiled-coil-containing protein 1
Hyp_T2h.Control,LOC101856548,0.5796448768943158,IDI1,Isopentenyl-diphosphate Delta-isomerase 1 (EC 5.3.3.2) (Isopentenyl pyrophosphate isomerase 1) (IPP isomerase 1) (IPPI1)
Hyp_T2h.Control,LOC101847392,-1.7212950344777613,NA,NA
Hyp_T2h.Control,LOC101849018,0.5011910901567714,PEX19 HK33 PXF OK/SW-cl.22,Peroxisomal biogenesis factor 19 (33 kDa housekeeping protein) (Peroxin-19) (Peroxisomal farnesylated protein)
Hyp_T2h.Control,LOC101853898,0.39228119638077835,GCK,Glucokinase (EC 2.7.1.2) (Hexokinase type IV) (HK IV) (Hexokinase-4) (HK4) (Hexokinase-D)
Hyp_T2h.Control,LOC101856067,0.4882591127172076,MOB4 MOB3 MOBKL3 PHOCN PREI3 CGI-95,MOB-like protein phocein (2C4D) (Class II mMOB1) (Mob1 homolog 3) (Mob3) (Mps one binder kinase activator-like 3) (Preimplantation protein 3)
Hyp_T2h.Control,LOC101856773,-0.9661839280643914,FGFRL1 FGFR5 FHFR UNQ480/PRO943,Fibroblast growth factor receptor-like 1 (FGF receptor-like protein 1) (FGF homologous factor receptor) (FGFR-like protein) (Fibroblast growth factor receptor 5) (FGFR-5)
Hyp_T2h.Control,LOC101863859,-0.6875474743527489,CSTF2,Cleavage stimulation factor subunit 2
Hyp_T2h.Control,LOC101854917,-0.7899251097437077,NA,NA
Hyp_T2h.Control,LOC101847627,0.8016834154983453,GALE,UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-N-acetylgalactosamine 4-epimerase) (UDP-GalNAc 4-epimerase) (UDP-N-acetylglucosamine 4-epimerase) (UDP-GlcNAc 4-epimerase) (EC 5.1.3.7) (UDP-galactose 4-epimerase)
Hyp_T2h.Control,LOC101860218,-3.275923674133006,NA,NA
Hyp_T2h.Control,LOC101844966,0.5635491523886055,FNTA,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha (EC 2.5.1.58) (EC 2.5.1.59) (CAAX farnesyltransferase subunit alpha) (FTase-alpha) (Ras proteins prenyltransferase subunit alpha) (Type I protein geranyl-geranyltransferase subunit alpha) (GGTase-I-alpha)
Hyp_T2h.Control,LOC101846324,-0.5482335917581783,CIR1 CIR,Corepressor interacting with RBPJ 1 (CBF1-interacting corepressor) (Recepin)
Hyp_T2h.Control,LOC101847784,-1.819984365168038,DDX58,Probable ATP-dependent RNA helicase DDX58
Hyp_T2h.Control,LOC101854993,-0.9807697540057978,FASTKD5 KIAA1792,"FAST kinase domain-containing protein 5, mitochondrial"
Hyp_T2h.Control,LOC106012362,-3.2859336503277965,HLX HLX1,H2.0-like homeobox protein (Homeobox protein HB24) (Homeobox protein HLX1)
Hyp_T2h.Control,LOC101854132,-0.6158955351827289,NSUN5 NSUN5A WBSCR20 WBSCR20A,Probable 28S rRNA (cytosine-C(5))-methyltransferase (EC 2.1.1.-) (NOL1-related protein) (NOL1R) (NOL1/NOP2/Sun domain family member 5) (Williams-Beuren syndrome chromosomal region 20A protein)
Hyp_T2h.Control,LOC101858229,1.547037544374877,TPX2 C20orf1 C20orf2 DIL2 HCA519,Targeting protein for Xklp2 (Differentially expressed in cancerous and non-cancerous lung cells 2) (DIL-2) (Hepatocellular carcinoma-associated antigen 519) (Hepatocellular carcinoma-associated antigen 90) (Protein fls353) (Restricted expression proliferation-associated protein 100) (p100)
Hyp_T2h.Control,LOC101861094,1.0274422659032492,NA,NA
Hyp_T2h.Control,LOC101849512,0.8747092360321543,ORAI2 C7orf19 CBCIP2 TMEM142B PP1729,Protein orai-2 (CAP-binding protein complex-interacting protein 2) (Transmembrane protein 142B)
Hyp_T2h.Control,LOC101861096,-1.063064390970903,OLAH THEDC1,"S-acyl fatty acid synthase thioesterase, medium chain (EC 3.1.2.14) (Augmented in rheumatoid arthritis 1) (AURA1) (Oleoyl-ACP hydrolase) (Thioesterase 2) (TE2) (Thioesterase II) (Thioesterase domain-containing protein 1)"
Hyp_T2h.Control,LOC100533367,-0.8081527075983901,NA,NA
Hyp_T2h.Control,LOC106012541,0.6847072462473355,NA,NA
Hyp_T2h.Control,LOC101850223,0.9790798800423229,NA,NA
Hyp_T2h.Control,LOC101857532,-1.3250110644970083,SACS KIAA0730,Sacsin (DnaJ homolog subfamily C member 29) (DNAJC29)
Hyp_T2h.Control,LOC101858540,-0.5996522756239373,CIAPIN1 CUA001 PRO0915,Anamorsin (Cytokine-induced apoptosis inhibitor 1) (Fe-S cluster assembly protein DRE2 homolog)
Hyp_T2h.Control,LOC118478249,-2.6002600165554584,NA,NA
Hyp_T2h.Control,LOC101847394,0.8755470768397405,NA,NA
Hyp_T2h.Control,LOC101848163,-0.6009548948658678,TWSG1 TSG PSEC0250,Twisted gastrulation protein homolog 1
Hyp_T2h.Control,LOC101849343,3.186181602516905,PPIB CYPB,Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin) (SCYLP)
Hyp_T2h.Control,LOC101854223,0.8712417085074661,FADS1 FADSD5,Acyl-CoA (8-3)-desaturase (EC 1.14.19.44) (Delta(5) fatty acid desaturase) (D5D) (Delta(5) desaturase) (Delta-5 desaturase) (Fatty acid desaturase 1)
Hyp_T2h.Control,LOC101855228,-0.4305950102290785,NBR1,"cDNA FLJ55359, highly similar to Next to BRCA1 gene 1 protein"
Hyp_T2h.Control,LOC100533321,-0.3283953721993771,GRIN1 NMDAR1,"Glutamate receptor ionotropic, NMDA 1 (GluN1) (Glutamate [NMDA] receptor subunit zeta-1) (N-methyl-D-aspartate receptor subunit NR1) (NMD-R1)"
Hyp_T2h.Control,LOC101855694,0.6582354249949379,ACACA ACAC ACC1 ACCA,Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (Acetyl-Coenzyme A carboxylase alpha) (ACC-alpha) [Includes: Biotin carboxylase (EC 6.3.4.14)]
Hyp_T2h.Control,LOC101846399,0.6674649574388638,PCNP,PEST proteolytic signal-containing nuclear protein (PCNP) (PEST-containing nuclear protein)
Hyp_T2h.Control,LOC101856625,0.4132949010536095,CLIC4,Chloride intracellular channel protein 4 (Intracellular chloride ion channel protein p64H1)
Hyp_T2h.Control,LOC101849513,-0.9932073383007007,NA,NA
Hyp_T2h.Control,LOC101851169,-0.6502602290125297,RARS,"Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)"
Hyp_T2h.Control,LOC101861484,-0.5895893690387682,NA,NA
Hyp_T2h.Control,LOC101861708,-0.6105364289203112,SLIRP C14orf156 DC23 DC50 PD04872,"SRA stem-loop-interacting RNA-binding protein, mitochondrial"
Hyp_T2h.Control,LOC101863402,-0.6573083251537163,PKDCC SGK493 VLK,"Extracellular tyrosine-protein kinase PKDCC (EC 2.7.10.2) (Protein kinase domain-containing protein, cytoplasmic) (Protein kinase-like protein SgK493) (Sugen kinase 493) (Vertebrate lonesome kinase)"
Hyp_T2h.Control,LOC101846552,0.7877202067099147,RBM14 SIP,RNA-binding protein 14 (Paraspeckle protein 2) (PSP2) (RNA-binding motif protein 14) (RRM-containing coactivator activator/modulator) (Synaptotagmin-interacting protein) (SYT-interacting protein)
Hyp_T2h.Control,LOC101849663,-0.46137015025596795,RPS9 hCG_2009111,"40S ribosomal protein S9 (Ribosomal protein S9, isoform CRA_a)"
Hyp_T2h.Control,LOC101855767,-0.3959125750051548,TEX264 ZSIG11 UNQ337/PRO536,Testis-expressed protein 264 (Putative secreted protein Zsig11)
Hyp_T2h.Control,LOC101859905,-1.4326470498586337,BMP1 PCOLC,Bone morphogenetic protein 1 (BMP-1) (EC 3.4.24.19) (Mammalian tolloid protein) (mTld) (Procollagen C-proteinase) (PCP)
Hyp_T2h.Control,LOC101846626,-0.6094718587507505,YAP1 YAP65,Transcriptional coactivator YAP1 (Yes-associated protein 1) (Protein yorkie homolog) (Yes-associated protein YAP65 homolog)
Hyp_T2h.Control,LOC101853281,1.6514492994855456,ECT2,Protein ECT2 (Epithelial cell-transforming sequence 2 oncogene)
Hyp_T2h.Control,LOC101862010,-2.399163381150213,TNR,Tenascin-R (TN-R) (Janusin) (Restrictin)
Hyp_T2h.Control,LOC101856555,0.41557003497477163,AP3M1,AP-3 complex subunit mu-1 (AP-3 adaptor complex mu3A subunit) (Adaptor-related protein complex 3 subunit mu-1) (Mu-adaptin 3A) (Mu3A-adaptin)
Hyp_T2h.Control,LOC101859684,-1.8101201691755573,NA,NA
Hyp_T2h.Control,LOC101860713,-0.8434738488010102,SLC22A5 OCTN2,Solute carrier family 22 member 5 (High-affinity sodium-dependent carnitine cotransporter) (Organic cation/carnitine transporter 2)
Hyp_T2h.Control,LOC101863953,1.4430341006987757,SLC6A5 GLYT2 NET1,Sodium- and chloride-dependent glycine transporter 2 (GlyT-2) (GlyT2) (Solute carrier family 6 member 5)
Hyp_T2h.Control,LOC118478706,-0.8452655438043385,NA,NA
Hyp_T2h.Control,LOC101848565,-0.5621427724151905,CCDC112 MBC1,Coiled-coil domain-containing protein 112 (Mutated in bladder cancer protein 1)
Hyp_T2h.Control,LOC101849268,1.6012167709280065,NCAPH,Condensin complex subunit 2
Hyp_T2h.Control,LOC101853053,-0.5551349406605649,RPL26,60S ribosomal protein L26 (Large ribosomal subunit protein uL24)
Hyp_T2h.Control,LOC101853283,-0.8448339649565355,SHTN1 KIAA1598,Shootin-1 (Shootin1)
Hyp_T2h.Control,LOC101855924,-2.2807557336229367,USP15,Ubiquitin carboxyl-terminal hydrolase 15 (Fragment)
Hyp_T2h.Control,LOC101854386,-1.2094386040223235,TAF1A,TATA box-binding protein-associated factor RNA polymerase I subunit A (RNA polymerase I-specific TBP-associated factor 48 kDa) (TAFI48) (TATA box-binding protein-associated factor 1A) (TBP-associated factor 1A) (Transcription factor SL1) (Transcription initiation factor SL1/TIF-IB subunit A)
Hyp_T2h.Control,LOC101855846,0.569230351415387,SLC25A11 SLC20A4,Mitochondrial 2-oxoglutarate/malate carrier protein (OGCP) (Solute carrier family 25 member 11)
Hyp_T2h.Control,LOC101850388,0.5267358606345791,EIF2S2 EIF2B,Eukaryotic translation initiation factor 2 subunit 2 (Eukaryotic translation initiation factor 2 subunit beta) (eIF-2-beta)
Hyp_T2h.Control,LOC101850623,-1.271500601365352,NA,NA
Hyp_T2h.Control,LOC101863719,-1.7874110628340627,SLC34A2,Sodium-dependent phosphate transport protein 2B (Sodium-phosphate transport protein 2B) (Na(+)-dependent phosphate cotransporter 2B) (NaPi3b) (Sodium/phosphate cotransporter 2B) (Na(+)/Pi cotransporter 2B) (NaPi-2b) (Solute carrier family 34 member 2)
Hyp_T2h.Control,LOC101851998,-1.3647960486898456,NA,NA
Hyp_T2h.Control,LOC101852899,0.8368686814852946,UXS1 UNQ2538/PRO6079,UDP-glucuronic acid decarboxylase 1 (EC 4.1.1.35) (UDP-glucuronate decarboxylase 1) (UGD) (UXS-1)
Hyp_T2h.Control,LOC101857310,-0.7605314924436561,POP4 RPP29,Ribonuclease P protein subunit p29 (hPOP4) (EC 3.1.26.5)
Hyp_T2h.Control,LOC101848094,-2.5505608553997963,AASDH ACSF4 U26 HSPC318,Beta-alanine-activating enzyme (EC 6.2.1.-) (Acyl-CoA synthetase family member 4) (Protein NRPS998)
Hyp_T2h.Control,His.H4,1.0995588203781008,"HIST1H4A H4/A H4FA, HIST1H4B H4/I H4FI, HIST1H4C H4/G H4FG, HIST1H4D H4/B H4FB, HIST1H4E H4/J H4FJ, HIST1H4F H4/C H4FC, HIST1H4H H4/H H4FH, HIST1H4I H4/M H4FM, HIST1H4J H4/E H4FE, HIST1H4K H4/D H4FD, HIST1H4L H4/K H4FK, HIST2H4A H4/N H4F2 H4FN HIST2H4, HIST2H4B H4/O H4FO, HIST4H4",Histone H4
Hyp_T2h.Control,LOC118479089,-1.0019652205201381,NA,NA
Hyp_T2h.Control,LOC101846266,-1.5857880031052738,NA,NA
Hyp_T2h.Control,LOC101850134,0.3875968313141208,ADRM1,Proteasomal ubiquitin receptor ADRM1
Hyp_T2h.Control,LOC101850134,0.3875968313141208,ADRM1 GP110,Proteasomal ubiquitin receptor ADRM1 (110 kDa cell membrane glycoprotein) (Gp110) (Adhesion-regulating molecule 1) (ARM-1) (Proteasome regulatory particle non-ATPase 13) (hRpn13) (Rpn13 homolog)
Hyp_T2h.Control,LOC101853221,1.4504212590687742,CIT,Citron Rho-interacting kinase (Fragment)
Hyp_T2h.Control,LOC101853600,0.3415974104993398,CLTC CLH17 CLTCL2 KIAA0034,Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17) (CLH-17)
Hyp_T2h.Control,LOC101854142,-0.7613850969859404,NA,NA
Hyp_T2h.Control,LOC101850535,0.3923360963269465,ATP6V1B2 ATP6B2 VPP3,"V-type proton ATPase subunit B, brain isoform (V-ATPase subunit B 2) (Endomembrane proton pump 58 kDa subunit) (HO57) (Vacuolar proton pump subunit B 2)"
Hyp_T2h.Control,LOC100885792,-1.1373607867546818,H1F0 H1FV,"Histone H1.0 (Histone H1') (Histone H1(0)) [Cleaved into: Histone H1.0, N-terminally processed]"
Hyp_T2h.Control,LOC101846793,-0.454170593758323,HOGA1 C10orf65 DHDPSL,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial (EC 4.1.3.16) (Dihydrodipicolinate synthase-like) (DHDPS-like protein) (Probable 2-keto-4-hydroxyglutarate aldolase) (Probable KHG-aldolase) (Protein 569272)"
Hyp_T2h.Control,LOC101850138,-0.6248074695979303,PEPD PRD,Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Peptidase D) (Proline dipeptidase) (Prolidase)
Hyp_T2h.Control,LOC101850397,-0.6476209631968606,NA,NA
Hyp_T2h.Control,LOC101864047,1.890128314383594,CDC20,Cell division cycle protein 20 homolog (p55CDC)
Hyp_T2h.Control,LOC100533258,-0.6651759896543464,RPL37,60S ribosomal protein L37 (G1.16) (Large ribosomal subunit protein eL37)
Hyp_T2h.Control,LOC101845448,-0.839624196780514,FBXO32,F-box only protein 32 (Atrogin-1) (Muscle atrophy F-box protein) (MAFbx)
Hyp_T2h.Control,LOC101853603,-0.7136018437303634,NSRP1 CCDC55 NSRP70,Nuclear speckle splicing regulatory protein 1 (Coiled-coil domain-containing protein 55) (Nuclear speckle-related protein 70) (NSrp70)
Hyp_T2h.Control,LOC101860479,-0.9538371317828325,NA,NA
Hyp_T2h.Control,LOC101863652,0.9180408579772472,KIF20A MKLP2 RAB6KIFL,Kinesin-like protein KIF20A (GG10_2) (Mitotic kinesin-like protein 2) (MKlp2) (Rab6-interacting kinesin-like protein) (Rabkinesin-6)
Hyp_T2h.Control,LOC101864367,-1.1767548855553136,LAMA2,Laminin subunit alpha-2
Hyp_T2h.Control,LOC101850937,-0.7009254861337892,N4BP2,NEDD4-binding protein 2 (Fragment)
Hyp_T2h.Control,LOC101856716,-1.0051291856182818,DHDH 2DD,"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase (EC 1.3.1.20) (D-xylose 1-dehydrogenase) (D-xylose-NADP dehydrogenase) (EC 1.1.1.179) (Dimeric dihydrodiol dehydrogenase) (Hum2DD)"
Hyp_T2h.Control,LOC101856953,0.7031302167488885,ANK3,Ankyrin-3 (ANK-3) (Ankyrin-G)
Hyp_T2h.Control,LOC101846269,-0.5097786995680497,NA,NA
Hyp_T2h.Control,LOC101864440,-1.2756359818164433,GGH,Gamma-glutamyl hydrolase (EC 3.4.19.9) (Conjugase) (GH) (Gamma-Glu-X carboxypeptidase)
Hyp_T2h.Control,LOC101845072,-0.7056563795693133,DRC3 LRRC48,Dynein regulatory complex subunit 3 (Leucine-rich repeat-containing protein 48)
Hyp_T2h.Control,LOC101857772,0.7600375233049532,TIMM23 TIM23,Mitochondrial import inner membrane translocase subunit Tim23
Hyp_T2h.Control,LOC101861716,0.32639450383059604,RUFY2 KIAA1537 RABIP4R,RUN and FYVE domain-containing protein 2 (Rab4-interacting protein related)
Hyp_T2h.Control,LOC101862331,-1.0537600441238975,TNIP1 KIAA0113 NAF1,TNFAIP3-interacting protein 1 (A20-binding inhibitor of NF-kappa-B activation 1) (ABIN-1) (HIV-1 Nef-interacting protein) (Nef-associated factor 1) (Naf1) (Nip40-1) (Virion-associated nuclear shuttling protein) (VAN) (hVAN)
Hyp_T2h.Control,LOC100533301,-0.6130404022095219,NA,NA
Hyp_T2h.Control,LOC101861025,0.4086304460026098,PAK3,Non-specific serine/threonine protein kinase (EC 2.7.11.1)
Hyp_T2h.Control,LOC101849113,-1.433253407756751,RNF168,E3 ubiquitin-protein ligase RNF168 (hRNF168) (EC 2.3.2.27) (RING finger protein 168) (RING-type E3 ubiquitin transferase RNF168)
Hyp_T2h.Control,LOC100533411,-1.1329042990218412,ANK2,Ankyrin-2
Hyp_T2h.Control,LOC101863001,-0.40958990251867394,TPT1,Translationally-controlled tumor protein (TCTP) (Fortilin) (Histamine-releasing factor) (HRF) (p23)
Hyp_T2h.Control,LOC101853528,0.7046133302606947,FKBP14 FKBP22 UNQ322/PRO381,Peptidyl-prolyl cis-trans isomerase FKBP14 (PPIase FKBP14) (EC 5.2.1.8) (22 kDa FK506-binding protein) (22 kDa FKBP) (FKBP-22) (FK506-binding protein 14) (FKBP-14) (Rotamase)
Hyp_T2h.Control,LOC101853766,-1.8420325951177785,NA,NA
Hyp_T2h.Control,LOC101863724,-0.45066055519746173,DENND4A,C-myc promoter-binding protein
Hyp_T2h.Control,LOC101860555,-0.6371636509209321,MPHOSPH10 MPP10,U3 small nucleolar ribonucleoprotein protein MPP10 (M phase phosphoprotein 10)
Hyp_T2h.Control,LOC101855930,-1.2513922697713469,CTU2 C16orf84 NCS2,Cytoplasmic tRNA 2-thiolation protein 2 (Cytosolic thiouridylase subunit 2)
Hyp_T2h.Control,LOC100533381,-1.1742290267048436,NA,NA
Hyp_T2h.Control,LOC101862014,-1.9060191772737431,NA,NA
Hyp_T2h.Control,LOC101862248,-1.695761377754877,NA,NA
Hyp_T2h.Control,LOC101850234,-1.374363687874644,NA,NA
Hyp_T2h.Control,LOC101845756,-1.775490911323377,NA,NA
Hyp_T2h.Control,LOC101857775,-0.5640766008203625,ANKK1 PKK2 SGK288,Ankyrin repeat and protein kinase domain-containing protein 1 (EC 2.7.11.1) (Protein kinase PKK2) (Sugen kinase 288) (SgK288) (X-kinase)
Hyp_T2h.Control,LOC101851712,-1.9104905227133175,NA,NA
Hyp_T2h.Control,LOC101855171,-0.7694180004162106,NA,NA
Hyp_T2h.Control,LOC100533263,-0.5316849082724127,RPL18,60S ribosomal protein L18 (Fragment)
Hyp_T2h.Control,LOC100533263,-0.5316849082724127,RPL18,60S ribosomal protein L18 (Large ribosomal subunit protein eL18)
Hyp_T2h.Control,LOC100856795,0.8022542065883665,EEF2K,Eukaryotic elongation factor 2 kinase (eEF-2 kinase) (eEF-2K) (EC 2.7.11.20) (Calcium/calmodulin-dependent eukaryotic elongation factor 2 kinase)
Hyp_T2h.Control,LOC101845304,-0.7020315178312377,STAT5B,Signal transducer and activator of transcription 5B
Hyp_T2h.Control,LOC101857391,0.41600891807840545,ATP1A3,Sodium/potassium-transporting ATPase subunit alpha-3 (Na(+)/K(+) ATPase alpha-3 subunit) (EC 3.6.3.9) (Na(+)/K(+) ATPase alpha(III) subunit) (Sodium pump subunit alpha-3)
Hyp_T2h.Control,LOC101848336,0.42552447428686596,STIP1,Stress-induced-phosphoprotein 1 (STI1) (Hsc70/Hsp90-organizing protein) (Hop) (Renal carcinoma antigen NY-REN-11) (Transformation-sensitive protein IEF SSP 3521)
Hyp_T2h.Control,LOC101860391,-1.0508390732425759,TFPI LACI TFPI1,Tissue factor pathway inhibitor (TFPI) (Extrinsic pathway inhibitor) (EPI) (Lipoprotein-associated coagulation inhibitor) (LACI)
